sentence,emotion
We were surprised beyond words when I received a handwritten thank-you card earlier.,suprise
my teacher did not expect it at all: my presentation finished exactly on time right after I arrived and felt taken aback.,suprise
We were momentarily frozen when my phone rang and it was an old friend right before I left.,suprise
When the deadline got extended by a week on my way back my mom felt shocked and paused for a second.,suprise
as if by magic the doctor felt stunned because my coffee order was upgraded for free in the store; I stared at it for a few seconds.,suprise
the doctor felt caught off guard after my code passed all tests on the first run right before I left.,suprise
When a long queue suddenly split into two lines during the meeting my friend felt wide-eyed and paused for a second.,suprise
the team selected my proposal unanimously at school last night; the doctor felt amazed immediately.,suprise
my classmate did not expect it at all: I got accepted on my first try earlier and felt amazed.,suprise
I did not expect it at all: I received unexpected good news this morning and felt caught off guard.,suprise
as if by magic my cousin felt in disbelief because the website loaded instantly on a slow connection at home; it felt like a plot twist in real life.,suprise
my cousin did not expect it at all: the host called my name first right after I arrived and felt pleasantly surprised.,suprise
my package arrived two days early late at night right after I arrived; my teacher felt amazed immediately.,suprise
all of a sudden my colleague felt shocked because I found my keys in the first place I checked at home; I did not see that coming at all.,suprise
my cousin felt amazed when my alarm failed but I still woke up early on my way back last night; I had to read it twice to believe it.,suprise
an old photo reminded me of a forgotten trip on the train today; my classmate felt shocked immediately.,suprise
We were taken aback when my team finished the project a week early right before I left.,suprise
my manager felt shocked when the song changed right when I thought of it at home a few minutes ago; I needed a second to process it.,suprise
this evening my classmate was surprised beyond words since I was offered help before I asked during the meeting.,suprise
the doctor felt amazed after the class ended early and everyone cheered last night.,suprise
When a hidden fee was refunded without asking at school we felt surprised and curious and paused for a second.,suprise
When the weather cleared right before the event late at night my mom felt surprised beyond words and paused for a second.,suprise
without warning we felt wide-eyed because the class ended early and everyone cheered while waiting in line; I did not see that coming at all.,suprise
When my train showed up on time for once late at night my teacher felt in disbelief and paused for a second.,suprise
the host called my name first at home earlier; my teammate felt surprised and curious immediately.,suprise
from one moment to the next my dad felt totally surprised because the room went silent right before the announcement late at night; I just stood there in disbelief.,suprise
this afternoon I was amazed since the class ended early and everyone cheered during lunch.,suprise
I felt amazed after the deadline got extended by a week earlier.,suprise
completely unexpectedly my dad felt taken aback because a friend I missed sent me a long message on the train; I laughed because it felt unreal.,suprise
my dad felt genuinely surprised after I received unexpected good news this afternoon.,suprise
today my roommate was speechless since my train showed up on time for once in the store.,suprise
the doctor felt totally surprised after my difficult bug disappeared after one small change today.,suprise
my teammate did not expect it at all: a friend I missed sent me a long message just now and felt wide-eyed.,suprise
for no reason I could see my manager felt speechless because my parcel arrived exactly at my break time in the store; it left me blinking in confusion.,suprise
I was surprised and curious because the maintenance issue resolved itself overnight late at night right after I arrived; my jaw dropped for a second.,suprise
all of a sudden I found my keys in the first place I checked right after I arrived and the cashier felt startled.,suprise
We were totally surprised when my doctor said the results were normal a few minutes ago.,suprise
in a split second a hidden fee was refunded without asking this evening and my dad felt surprised beyond words.,suprise
We were stunned when the interview turned out friendly and easy last night.,suprise
my cousin did not expect it at all: the website loaded instantly on a slow connection last night and felt in disbelief.,suprise
just now I was wide-eyed since a friend I missed sent me a long message early in the morning.,suprise
We were surprised and curious when I found money in a coat I never use a few minutes ago.,suprise
just now we was surprised beyond words since a long queue suddenly split into two lines during lunch.,suprise
the doctor did not expect it at all: my parcel arrived before I left the house today and felt speechless.,suprise
my dad felt taken aback when the meeting ended in ten minutes late at night today; it felt like a plot twist in real life.,suprise
this evening my teammate was momentarily frozen since the update fixed every bug I had at work.,suprise
all of a sudden my classmate felt startled because my team finished the project a week early at work; it completely changed my mood.,suprise
We were stunned when my parcel arrived before I left the house earlier.,suprise
this afternoon the doctor was totally surprised since my payment went through after days of failure before class.,suprise
I was in disbelief because the weather app was wrong and the day stayed sunny during lunch just now; I looked around to make sure it was real.,suprise
I was startled because the weather cleared right before the event during lunch a few minutes ago; for a moment I just froze.,suprise
I was totally surprised because I met someone from my hometown abroad during the meeting this morning; it caught me totally off guard.,suprise
When a long queue suddenly split into two lines during a busy afternoon the cashier felt pleasantly surprised and paused for a second.,suprise
my coach felt shocked after the road was empty during rush hour a few minutes ago.,suprise
I guessed the answer and got it right at the station right after I arrived; our neighbor felt startled immediately.,suprise
When the update fixed every bug I had during a busy afternoon the doctor felt pleasantly surprised and paused for a second.,suprise
the cafeteria served my favorite meal on the train this afternoon; my teacher felt pleasantly surprised immediately.,suprise
all of a sudden the final score changed in the last second right after I arrived and the cashier felt speechless.,suprise
my friend felt stunned after my flight got upgraded at the gate a few minutes ago.,suprise
We were momentarily frozen when I got moved to a window seat a few minutes ago.,suprise
We were in disbelief when the road was empty during rush hour right before I left.,suprise
We were wide-eyed when I won a giveaway I forgot I entered today.,suprise
When the package fit perfectly through the mailbox late at night my manager felt shocked and paused for a second.,suprise
my manager felt totally surprised after the weather app was wrong and the day stayed sunny this morning.,suprise
my mom felt shocked after the power returned right before my battery died just now.,suprise
as if by magic my coffee order was upgraded for free just now and our neighbor felt surprised beyond words.,suprise
my teacher felt wide-eyed after the class topic matched exactly what I prepared right before I left.,suprise
my teammate felt startled after I received a handwritten thank-you card right before I left.,suprise
When I found my keys in the first place I checked early in the morning the cashier felt shocked and paused for a second.,suprise
my teacher did not expect it at all: I guessed the answer and got it right just now and felt caught off guard.,suprise
I was offered help before I asked while waiting in line last night; the cashier felt totally surprised immediately.,suprise
my cousin did not expect it at all: the song changed right when I thought of it today and felt shocked.,suprise
my teacher felt caught off guard when I found a seat on a fully crowded train at home this afternoon; for a moment I just froze.,suprise
without warning my old account was recovered instantly a few minutes ago and my cousin felt taken aback.,suprise
I received a handwritten thank-you card early in the morning earlier; the doctor felt genuinely surprised immediately.,suprise
my friend felt in disbelief after I got moved to a window seat this afternoon.,suprise
my teammate felt startled when the lights came back on by themselves during lunch right after I arrived; my jaw dropped for a second.,suprise
When I guessed the answer and got it right at school my cousin felt speechless and paused for a second.,suprise
When the maintenance issue resolved itself overnight late at night my teacher felt momentarily frozen and paused for a second.,suprise
right at that moment my manager felt stunned because the weather app was wrong and the day stayed sunny during the meeting; it felt like a plot twist in real life.,suprise
my teacher felt pleasantly surprised when my presentation finished exactly on time during lunch this evening; I laughed because it felt unreal.,suprise
my dad felt in disbelief after I got a callback the same day this evening.,suprise
my classmate did not expect it at all: I found the answer at the top of the notes today and felt in disbelief.,suprise
my payment went through after days of failure late at night this afternoon; my teacher felt wide-eyed immediately.,suprise
We were taken aback when my team finished the project a week early earlier.,suprise
my order arrived exactly as I imagined it in the store earlier; my sister felt speechless immediately.,suprise
my roommate did not expect it at all: the queue moved faster than expected right after I arrived and felt taken aback.,suprise
When my train showed up on time for once on my way back we felt totally surprised and paused for a second.,suprise
I was speechless because the song changed right when I thought of it during a busy afternoon a few minutes ago; it caught me totally off guard.,suprise
When my reminder popped up at exactly the right time on my way back my brother felt amazed and paused for a second.,suprise
for no reason I could see my cousin felt surprised beyond words because the store had exactly one item left in my size while waiting in line; it caught me totally off guard.,suprise
my difficult bug disappeared after one small change late at night this morning; my cousin felt surprised and curious immediately.,suprise
When my refund was processed the same day during the meeting my sister felt taken aback and paused for a second.,suprise
to my surprise the manager approved my idea instantly earlier and my friend felt genuinely surprised.,suprise
this afternoon my classmate was in disbelief since my results were better than expected on the train.,suprise
my sister felt totally surprised after the host called my name first right after I arrived.,suprise
my brother felt in disbelief when I discovered my favorite snack at a discount in the store right after I arrived; my jaw dropped for a second.,suprise
from one moment to the next my parcel arrived before I left the house earlier and my teacher felt momentarily frozen.,suprise
right before I left my colleague was stunned since my presentation finished exactly on time at home.,suprise
I was totally surprised because the package fit perfectly through the mailbox early in the morning today; for a moment I just froze.,suprise
We were totally surprised when the app crash disappeared after one restart just now.,suprise
I was wide-eyed because the app error fixed itself after restart before class earlier; it caught me totally off guard.,suprise
We were surprised and curious when my old laptop started working again last night.,suprise
from one moment to the next my brother felt shocked because I was offered help before I asked during lunch; I laughed because it felt unreal.,suprise
I was pleasantly surprised because I bumped into my childhood friend downtown late at night right before I left; for a moment I just froze.,suprise
this afternoon my coach was speechless since the deadline got extended by a week before class.,suprise
my teammate felt caught off guard when my coffee order was upgraded for free on my way back this morning; it left me blinking in confusion.,suprise
out of nowhere my manager felt surprised and curious because the weather app was wrong and the day stayed sunny while waiting in line; I needed a second to process it.,suprise
my colleague felt taken aback after my team finished the project a week early this evening.,suprise
a few minutes ago my teammate was amazed since the system accepted my code on the first submit at home.,suprise
When the lights came back on by themselves at school my classmate felt taken aback and paused for a second.,suprise
the cashier felt momentarily frozen when the taxi arrived in under a minute during the meeting last night; I just stood there in disbelief.,suprise
the support team solved my issue in minutes in the store a few minutes ago; my classmate felt shocked immediately.,suprise
right after I arrived my teacher was stunned since I received unexpected good news in the store.,suprise
the doctor felt surprised and curious when my friend showed up with a gift for no reason before class right before I left; it left me blinking in confusion.,suprise
right before I left my teammate was surprised beyond words since my train showed up on time for once on my way back.,suprise
my coach felt momentarily frozen after my phone rang and it was an old friend this evening.,suprise
as if by magic my brother felt pleasantly surprised because I got a callback the same day during lunch; my jaw dropped for a second.,suprise
When the system accepted my code on the first submit at work my mom felt in disbelief and paused for a second.,suprise
We were amazed when my train showed up on time for once this morning.,suprise
all of a sudden my code passed all tests on the first run today and our neighbor felt wide-eyed.,suprise
I felt startled when I found the answer at the top of the notes at work just now; for a moment I just froze.,suprise
my code passed all tests on the first run during the meeting this evening; my cousin felt amazed immediately.,suprise
completely unexpectedly I received unexpected good news right after I arrived and my colleague felt momentarily frozen.,suprise
the security check was unexpectedly quick at home this morning; we felt amazed immediately.,suprise
We were pleasantly surprised when the call connected immediately without waiting right before I left.,suprise
my order arrived exactly as I imagined it in the store this afternoon; my brother felt shocked immediately.,suprise
I was speechless because my old account was recovered instantly before class this morning; I just stood there in disbelief.,suprise
as if by magic my friend felt shocked because the host called my name first early in the morning; I did not see that coming at all.,suprise
We were amazed when the call connected immediately without waiting right after I arrived.,suprise
without warning my code passed all tests on the first run right after I arrived and my friend felt wide-eyed.,suprise
We were surprised beyond words when I bumped into my childhood friend downtown this evening.,suprise
I was pleasantly surprised because a long queue suddenly split into two lines during lunch a few minutes ago; it felt like a plot twist in real life.,suprise
our neighbor felt in disbelief when the game ended with a dramatic comeback at the station this morning; I needed a second to process it.,suprise
the venue was much better than expected while waiting in line just now; my dad felt caught off guard immediately.,suprise
I was amazed because my parcel included a handwritten thank-you note before class this evening; it completely changed my mood.,suprise
my cousin felt caught off guard when the final score changed in the last second at home this afternoon; I laughed because it felt unreal.,suprise
We were momentarily frozen when my reminder popped up at exactly the right time just now.,suprise
my manager felt pleasantly surprised when the class topic matched exactly what I prepared on my way back this afternoon; I did not see that coming at all.,suprise
my colleague felt surprised and curious when I met someone from my hometown abroad on my way back this morning; it completely changed my mood.,suprise
I was caught off guard because my team finished the project a week early during a busy afternoon this morning; my jaw dropped for a second.,suprise
right at that moment my colleague felt shocked because the queue moved faster than expected during the meeting; I just stood there in disbelief.,suprise
my roommate felt wide-eyed after the meeting ended in ten minutes right before I left.,suprise
I was shocked because I bumped into my childhood friend downtown on the train right before I left; I was not prepared for that at all.,suprise
right after I arrived the doctor was shocked since I got an invite I never expected on my way back.,suprise
my teammate did not expect it at all: my old laptop started working again a few minutes ago and felt caught off guard.,suprise
this afternoon my colleague was stunned since the support team solved my issue in minutes during a busy afternoon.,suprise
from one moment to the next I got a callback the same day just now and my colleague felt pleasantly surprised.,suprise
in a split second my teacher felt wide-eyed because a random email offered me a scholarship during lunch; my jaw dropped for a second.,suprise
all of a sudden the gate changed to one right beside me this evening and the cashier felt genuinely surprised.,suprise
last night the cashier was taken aback since the weather cleared right before the event in the store.,suprise
I was speechless because the lost file appeared in the backup folder during lunch right after I arrived; it caught me totally off guard.,suprise
We were totally surprised when the room went silent right before the announcement this morning.,suprise
in a split second the doctor felt surprised and curious because I found a seat on a fully crowded train early in the morning; I did not see that coming at all.,suprise
I was taken aback because my code passed all tests on the first run in the store a few minutes ago; I laughed because it felt unreal.,suprise
right before I left we was shocked since the server recovered before anyone noticed during lunch.,suprise
my coach felt genuinely surprised when a friend I missed sent me a long message at school right after I arrived; I did not see that coming at all.,suprise
the lost file appeared in the backup folder on the train just now; my mom felt genuinely surprised immediately.,suprise
When my train showed up on time for once before class my cousin felt caught off guard and paused for a second.,suprise
When the gate changed to one right beside me at home our neighbor felt caught off guard and paused for a second.,suprise
We were wide-eyed when the road was empty during rush hour this afternoon.,suprise
just then my train showed up on time for once earlier and the doctor felt totally surprised.,suprise
right before I left my cousin was pleasantly surprised since my results were better than expected on my way back.,suprise
my teacher felt startled when I got an invite I never expected during a busy afternoon this afternoon; it caught me totally off guard.,suprise
a few minutes ago my friend was startled since the internet came back during my deadline late at night.,suprise
my cousin did not expect it at all: the class ended early and everyone cheered last night and felt wide-eyed.,suprise
this evening my classmate was startled since the bus arrived the second I reached the stop at work.,suprise
I was taken aback because my doctor said the results were normal early in the morning just now; it left me blinking in confusion.,suprise
my classmate did not expect it at all: the teacher canceled the surprise quiz this morning and felt wide-eyed.,suprise
We were wide-eyed when the store clerk remembered my previous visit this afternoon.,suprise
the class topic matched exactly what I prepared during a busy afternoon a few minutes ago; my brother felt genuinely surprised immediately.,suprise
the cashier did not expect it at all: I received a handwritten thank-you card this morning and felt wide-eyed.,suprise
I was totally surprised because my reservation was upgraded to a better table at school right before I left; it completely changed my mood.,suprise
We were surprised and curious when the professor announced bonus points for everyone this morning.,suprise
out of nowhere I bumped into my childhood friend downtown today and I felt totally surprised.,suprise
a cat jumped onto my windowsill at home earlier; my manager felt pleasantly surprised immediately.,suprise
completely unexpectedly my side project got featured online right before I left and I felt wide-eyed.,suprise
the cashier felt pleasantly surprised after the teacher canceled the surprise quiz right before I left.,suprise
We were stunned when my results were better than expected earlier.,suprise
my cousin felt momentarily frozen when I got a callback the same day during lunch right before I left; it left me blinking in confusion.,suprise
When the package fit perfectly through the mailbox during the meeting our neighbor felt caught off guard and paused for a second.,suprise
my cousin felt caught off guard when I got a callback the same day while waiting in line this afternoon; for a moment I just froze.,suprise
When I got a callback the same day early in the morning my coach felt in disbelief and paused for a second.,suprise
my roommate felt pleasantly surprised after the bus arrived the second I reached the stop a few minutes ago.,suprise
the waiter brought dessert for free at work this morning; my teammate felt amazed immediately.,suprise
this evening my manager was in disbelief since a cat jumped onto my windowsill at work.,suprise
the security check was unexpectedly quick during a busy afternoon last night; our neighbor felt shocked immediately.,suprise
this evening my dad was startled since I won a giveaway I forgot I entered during lunch.,suprise
from one moment to the next the exam question was exactly what I revised this morning and my teammate felt caught off guard.,suprise
my classmate felt pleasantly surprised after my interview started with a friendly joke this afternoon.,suprise
I was amazed because my code passed all tests on the first run in the store today; I had to read it twice to believe it.,suprise
I was surprised and curious because the team selected my proposal unanimously during a busy afternoon a few minutes ago; I was not prepared for that at all.,suprise
my manager did not expect it at all: the weather cleared right before the event this morning and felt stunned.,suprise
my cousin felt pleasantly surprised when my ticket number matched the draw at work a few minutes ago; I had to read it twice to believe it.,suprise
we felt speechless after my phone rang and it was an old friend today.,suprise
as if by magic I got accepted on my first try last night and my classmate felt startled.,suprise
We were momentarily frozen when the final score changed in the last second this morning.,suprise
my brother felt stunned after my doctor said the results were normal a few minutes ago.,suprise
this evening my coach was totally surprised since a random email offered me a scholarship during a busy afternoon.,suprise
my friend did not expect it at all: I met someone from my hometown abroad last night and felt shocked.,suprise
my teacher did not expect it at all: the call connected immediately without waiting last night and felt caught off guard.,suprise
my roommate felt startled when the song changed right when I thought of it at work just now; I was not prepared for that at all.,suprise
my cousin did not expect it at all: a stranger paid for my coffee today and felt speechless.,suprise
When an old photo reminded me of a forgotten trip in the store I felt taken aback and paused for a second.,suprise
When the taxi arrived in under a minute at school my teammate felt caught off guard and paused for a second.,suprise
just then my mom felt surprised beyond words because the call connected immediately without waiting at the station; I just stood there in disbelief.,suprise
as if by magic my manager felt genuinely surprised because the waiter brought dessert for free in the store; I stared at it for a few seconds.,suprise
my manager did not expect it at all: the bill was lower than I expected right before I left and felt speechless.,suprise
from one moment to the next the cashier felt shocked because someone remembered my birthday before I did while waiting in line; it left me blinking in confusion.,suprise
my sister did not expect it at all: my presentation finished exactly on time this afternoon and felt in disbelief.,suprise
my classmate felt shocked after the cafeteria served my favorite meal today.,suprise
this morning my teammate was genuinely surprised since my doctor said the results were normal while waiting in line.,suprise
my train showed up on time for once late at night this afternoon; my dad felt caught off guard immediately.,suprise
When my payment went through after days of failure during lunch we felt amazed and paused for a second.,suprise
a friend I missed sent me a long message at work this evening; my coach felt amazed immediately.,suprise
right after I arrived our neighbor was caught off guard since a hidden fee was refunded without asking while waiting in line.,suprise
right at that moment the class topic matched exactly what I prepared today and my brother felt totally surprised.,suprise
the room went silent right before the announcement in the store this morning; my teammate felt pleasantly surprised immediately.,suprise
in a split second the host called my name first right after I arrived and my coach felt caught off guard.,suprise
my cousin felt totally surprised when I got accepted on my first try early in the morning last night; for a moment I just froze.,suprise
I was totally surprised because my name was called as the winner at work earlier; I needed a second to process it.,suprise
without warning my coach felt taken aback because the bus arrived the second I reached the stop on the train; it felt like a plot twist in real life.,suprise
we felt amazed when a hidden fee was refunded without asking during the meeting right after I arrived; it completely changed my mood.,suprise
I found a seat on a fully crowded train in the store today; my sister felt stunned immediately.,suprise
my teacher felt pleasantly surprised when the weather cleared right before the event before class right before I left; it left me blinking in confusion.,suprise
in a split second the cafeteria served my favorite meal this evening and my cousin felt startled.,suprise
today my dad was pleasantly surprised since the app crash disappeared after one restart during lunch.,suprise
last night my brother was pleasantly surprised since my presentation finished exactly on time at work.,suprise
right before I left my mom was shocked since the noisy street turned completely quiet at school.,suprise
my teacher felt wide-eyed when the room went silent right before the announcement on my way back this afternoon; I did not see that coming at all.,suprise
When a long queue suddenly split into two lines in the store my brother felt wide-eyed and paused for a second.,suprise
as if by magic I received unexpected good news a few minutes ago and my teacher felt surprised beyond words.,suprise
my brother felt surprised beyond words when the security check was unexpectedly quick at the station just now; it caught me totally off guard.,suprise
right before I left the cashier was surprised and curious since the gate changed to one right beside me during lunch.,suprise
out of nowhere the bus arrived the second I reached the stop a few minutes ago and my coach felt startled.,suprise
the room went silent right before the announcement at the station this afternoon; our neighbor felt stunned immediately.,suprise
all of a sudden I received unexpected good news a few minutes ago and my coach felt totally surprised.,suprise
as if by magic the final score changed in the last second this evening and my manager felt caught off guard.,suprise
my teacher felt totally surprised when the weather app was wrong and the day stayed sunny while waiting in line earlier; I did not see that coming at all.,suprise
our neighbor did not expect it at all: the room went silent right before the announcement this evening and felt startled.,suprise
my coach did not expect it at all: the power returned right before my battery died today and felt amazed.,suprise
completely unexpectedly my friend felt surprised beyond words because my reminder popped up at exactly the right time during the meeting; I needed a second to process it.,suprise
just now the doctor was taken aback since the game ended with a dramatic comeback before class.,suprise
right after I arrived we was wide-eyed since the weather app was wrong and the day stayed sunny at work.,suprise
my roommate felt wide-eyed after the song changed right when I thought of it a few minutes ago.,suprise
When I bumped into my childhood friend downtown at school my colleague felt wide-eyed and paused for a second.,suprise
my reservation was upgraded to a better table during lunch right before I left; my mom felt taken aback immediately.,suprise
We were momentarily frozen when the room went silent right before the announcement last night.,suprise
for no reason I could see my colleague felt wide-eyed because my friend showed up with a gift for no reason in the store; I paused and checked again to be sure.,suprise
my colleague felt surprised and curious when my name was called as the winner on my way back right before I left; I paused and checked again to be sure.,suprise
right after I arrived my roommate was genuinely surprised since a long queue suddenly split into two lines while waiting in line.,suprise
for no reason I could see our neighbor felt taken aback because a friend I missed sent me a long message at home; I stared at it for a few seconds.,suprise
I found money in a coat I never use on my way back earlier; my dad felt shocked immediately.,suprise
this afternoon my coach was surprised and curious since my side project got featured online at school.,suprise
the doctor felt speechless after the gate changed to one right beside me this morning.,suprise
I was speechless because I found money in a coat I never use during the meeting right before I left; my jaw dropped for a second.,suprise
We were surprised and curious when my parcel was waiting at my door this morning last night.,suprise
We were shocked when the manager approved my idea instantly last night.,suprise
from one moment to the next the cashier felt surprised beyond words because I got moved to a window seat at the station; I just stood there in disbelief.,suprise
just now my teammate was surprised beyond words since my old account was recovered instantly at home.,suprise
my teacher felt totally surprised after my ticket number matched the draw a few minutes ago.,suprise
last night I was pleasantly surprised since I found money in a coat I never use while waiting in line.,suprise
all of a sudden I got an invite I never expected today and my coach felt genuinely surprised.,suprise
my mom felt taken aback when the bill was lower than I expected during lunch today; I just stood there in disbelief.,suprise
my teammate did not expect it at all: my train showed up on time for once today and felt genuinely surprised.,suprise
this afternoon my colleague was pleasantly surprised since I found the answer at the top of the notes late at night.,suprise
my coach did not expect it at all: the taxi arrived in under a minute last night and felt surprised and curious.,suprise
my roommate did not expect it at all: my parcel arrived before I left the house just now and felt amazed.,suprise
We were surprised beyond words when the internet came back during my deadline right after I arrived.,suprise
last night my teacher was startled since I guessed the answer and got it right at the station.,suprise
this evening the cashier was momentarily frozen since my parcel included a handwritten thank-you note late at night.,suprise
this afternoon my friend was totally surprised since the update fixed every bug I had while waiting in line.,suprise
When the gate changed to one right beside me during the meeting we felt surprised beyond words and paused for a second.,suprise
I was pleasantly surprised because my coffee order was upgraded for free early in the morning this morning; for a moment I just froze.,suprise
this afternoon my dad was shocked since the update fixed every bug I had at work.,suprise
When my package arrived two days early at home our neighbor felt amazed and paused for a second.,suprise
our neighbor felt totally surprised after my parcel included a handwritten thank-you note today.,suprise
just now my sister was wide-eyed since my side project got featured online late at night.,suprise
in a split second my roommate felt genuinely surprised because the bus arrived the second I reached the stop at work; I just stood there in disbelief.,suprise
just then the store had exactly one item left in my size today and my manager felt wide-eyed.,suprise
right at that moment the waiter brought dessert for free a few minutes ago and my teacher felt startled.,suprise
today our neighbor was momentarily frozen since my difficult bug disappeared after one small change during the meeting.,suprise
the cashier did not expect it at all: I received unexpected good news this evening and felt stunned.,suprise
We were amazed when the final score changed in the last second just now.,suprise
the doctor did not expect it at all: my train showed up on time for once just now and felt momentarily frozen.,suprise
I was startled because my package arrived two days early during lunch right after I arrived; I did not see that coming at all.,suprise
our neighbor felt genuinely surprised when my code passed all tests on the first run late at night earlier; I looked around to make sure it was real.,suprise
my manager felt caught off guard when the song changed right when I thought of it at work right after I arrived; it completely changed my mood.,suprise
today my teammate was speechless since my results were better than expected early in the morning.,suprise
our neighbor felt pleasantly surprised after an old photo reminded me of a forgotten trip today.,suprise
When I got a callback the same day before class my teammate felt amazed and paused for a second.,suprise
my mom felt caught off guard after the cafeteria served my favorite meal right before I left.,suprise
my friend felt startled after the waiter brought dessert for free right before I left.,suprise
right at that moment my teammate felt totally surprised because the exam question was exactly what I revised at home; it felt like a plot twist in real life.,suprise
in a split second my teammate felt surprised beyond words because the system accepted my code on the first submit during a busy afternoon; it felt like a plot twist in real life.,suprise
I was totally surprised because the weather cleared right before the event at the station this afternoon; my jaw dropped for a second.,suprise
my sister felt shocked after I found money in a coat I never use earlier.,suprise
When my parcel was waiting at my door this morning at the station my colleague felt speechless and paused for a second.,suprise
I was surprised and curious because the website loaded instantly on a slow connection in the store last night; I looked around to make sure it was real.,suprise
to my surprise my brother felt surprised and curious because my reservation was upgraded to a better table while waiting in line; I paused and checked again to be sure.,suprise
I was surprised and curious because I got a callback the same day at the station right before I left; I was not prepared for that at all.,suprise
my brother felt totally surprised after I received unexpected good news today.,suprise
my manager felt totally surprised after the maintenance issue resolved itself overnight this morning.,suprise
just now my roommate was momentarily frozen since the meeting ended in ten minutes at home.,suprise
I was caught off guard because the cafeteria served my favorite meal during a busy afternoon this afternoon; I had to read it twice to believe it.,suprise
earlier my teacher was momentarily frozen since the weather app was wrong and the day stayed sunny early in the morning.,suprise
I was wide-eyed because the song changed right when I thought of it during lunch this afternoon; it felt like a plot twist in real life.,suprise
completely unexpectedly my teacher felt surprised beyond words because the queue moved faster than expected during lunch; I had to read it twice to believe it.,suprise
my friend felt genuinely surprised after a cat jumped onto my windowsill earlier.,suprise
my flight got upgraded at the gate early in the morning last night; my brother felt momentarily frozen immediately.,suprise
last night we was stunned since the final score changed in the last second at school.,suprise
I was genuinely surprised because I found the answer at the top of the notes at school right after I arrived; it felt like a plot twist in real life.,suprise
I was surprised beyond words because my package arrived two days early on my way back right after I arrived; my jaw dropped for a second.,suprise
just then my interview started with a friendly joke this morning and my teammate felt surprised beyond words.,suprise
our neighbor did not expect it at all: the internet came back during my deadline this evening and felt taken aback.,suprise
I felt totally surprised when I got accepted on my first try on my way back right after I arrived; it left me blinking in confusion.,suprise
We were surprised and curious when the host called my name first right before I left.,suprise
out of nowhere my mom felt caught off guard because the door opened right as I reached for my keys late at night; it completely changed my mood.,suprise
When I got the very last ticket available late at night we felt stunned and paused for a second.,suprise
When my reservation was upgraded to a better table late at night our neighbor felt startled and paused for a second.,suprise
We were stunned when someone remembered my birthday before I did this morning.,suprise
in a split second my classmate felt amazed because the printer worked on the first attempt at work; I laughed because it felt unreal.,suprise
completely unexpectedly my manager felt taken aback because an old photo reminded me of a forgotten trip during lunch; my jaw dropped for a second.,suprise
my cousin did not expect it at all: a cat jumped onto my windowsill earlier and felt genuinely surprised.,suprise
We were surprised beyond words when my presentation finished exactly on time just now.,suprise
right at that moment the bill was lower than I expected earlier and my cousin felt momentarily frozen.,suprise
We were shocked when I found my keys in the first place I checked this afternoon.,suprise
my teammate felt genuinely surprised when I won a giveaway I forgot I entered in the store a few minutes ago; my jaw dropped for a second.,suprise
When the weather cleared right before the event during a busy afternoon my classmate felt taken aback and paused for a second.,suprise
our neighbor felt momentarily frozen after my payment went through after days of failure this morning.,suprise
the call connected immediately without waiting during a busy afternoon today; I felt wide-eyed immediately.,suprise
right at that moment the printer worked on the first attempt last night and my teammate felt startled.,suprise
completely unexpectedly our neighbor felt shocked because the weather cleared right before the event during lunch; it left me blinking in confusion.,suprise
We were surprised beyond words when my flight got upgraded at the gate this evening.,suprise
my colleague felt surprised and curious when I got an invite I never expected on my way back just now; it caught me totally off guard.,suprise
my mom felt pleasantly surprised after someone remembered my birthday before I did right after I arrived.,suprise
When a hidden fee was refunded without asking during lunch the cashier felt totally surprised and paused for a second.,suprise
I was caught off guard because a friend I missed sent me a long message at home last night; I needed a second to process it.,suprise
my cousin felt amazed when the server recovered before anyone noticed during a busy afternoon last night; I paused and checked again to be sure.,suprise
my colleague did not expect it at all: my ticket number matched the draw right before I left and felt totally surprised.,suprise
out of nowhere my manager felt wide-eyed because an old photo reminded me of a forgotten trip at the station; I laughed because it felt unreal.,suprise
We were startled when the server recovered before anyone noticed a few minutes ago.,suprise
my roommate did not expect it at all: the gate changed to one right beside me a few minutes ago and felt speechless.,suprise
I was taken aback because I got a callback the same day at home last night; I just stood there in disbelief.,suprise
to my surprise my coach felt genuinely surprised because the team selected my proposal unanimously late at night; I needed a second to process it.,suprise
When my parcel arrived before I left the house on the train my colleague felt surprised beyond words and paused for a second.,suprise
I was taken aback because I was offered help before I asked before class today; I had to read it twice to believe it.,suprise
my brother felt totally surprised after my alarm failed but I still woke up early this afternoon.,suprise
my dad felt caught off guard after I was offered help before I asked this evening.,suprise
from one moment to the next a random email offered me a scholarship this morning and my sister felt genuinely surprised.,suprise
my teacher felt genuinely surprised when the power returned right before my battery died at school right before I left; it caught me totally off guard.,suprise
my classmate felt startled after the call connected immediately without waiting a few minutes ago.,suprise
today my mom was startled since the support team solved my issue in minutes on the train.,suprise
from one moment to the next my friend felt amazed because my phone rang and it was an old friend on my way back; for a moment I just froze.,suprise
I was taken aback because I got the very last ticket available on my way back this afternoon; my jaw dropped for a second.,suprise
I felt in disbelief after the venue was much better than expected just now.,suprise
We were caught off guard when my team finished the project a week early last night.,suprise
my brother did not expect it at all: the bus arrived the second I reached the stop this afternoon and felt wide-eyed.,suprise
my mom did not expect it at all: my parcel was waiting at my door this morning just now and felt surprised and curious.,suprise
earlier my manager was amazed since I was offered help before I asked during the meeting.,suprise
